epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,186.647,1.28824,1.09163,1.30774,0.19887,0.28571,0.12139,0.04138,2.46827,2.95339,2.46404,0.0011024,0.0011024,0.0011024
70,189.249,1.3462,1.25982,1.32302,0.22167,0.17582,0.1021,0.03425,2.5467,3.03071,2.5182,0.0010892,0.0010892,0.0010892
71,191.886,1.30143,1.17474,1.34601,0.25876,0.15385,0.10312,0.03193,2.56509,3.09566,2.51569,0.001076,0.001076,0.001076
72,194.479,1.31735,1.12307,1.32426,0.24439,0.18681,0.11587,0.02966,2.58767,3.12512,2.53346,0.0010628,0.0010628,0.0010628
73,197.079,1.2456,1.08448,1.247,0.24343,0.13187,0.09039,0.02435,2.63781,3.17762,2.54044,0.0010496,0.0010496,0.0010496
74,199.669,1.24173,1.06164,1.27173,0.14699,0.18681,0.07777,0.02431,2.61854,3.19625,2.54197,0.0010364,0.0010364,0.0010364
75,202.283,1.33633,1.21748,1.31983,0.15119,0.1978,0.06759,0.02048,2.61467,3.12042,2.5766,0.0010232,0.0010232,0.0010232
76,204.872,1.35514,1.18103,1.3517,0.13862,0.20879,0.07581,0.02401,2.70086,3.20329,2.65153,0.00101,0.00101,0.00101
77,207.461,1.17595,1.01803,1.22175,0.17235,0.15385,0.08163,0.02307,2.63559,3.35184,2.60089,0.0009968,0.0009968,0.0009968
78,210.069,1.18709,1.06007,1.24966,0.13726,0.23077,0.08274,0.02551,2.63984,3.45958,2.61695,0.0009836,0.0009836,0.0009836
79,212.656,1.21388,1.03764,1.2724,0.11351,0.23077,0.07969,0.02241,2.59573,3.49486,2.62328,0.0009704,0.0009704,0.0009704
80,215.283,1.23594,1.08948,1.27028,0.12369,0.24176,0.08259,0.02508,2.58674,3.44117,2.59778,0.0009572,0.0009572,0.0009572
81,217.877,1.2025,1.04428,1.22376,0.17943,0.21978,0.09415,0.02815,2.56053,3.32783,2.57245,0.000944,0.000944,0.000944
82,220.479,1.12912,0.95957,1.176,0.20658,0.1978,0.11672,0.03108,2.58003,3.25406,2.58285,0.0009308,0.0009308,0.0009308
83,223.11,1.22744,1.05399,1.24358,0.17514,0.21978,0.1099,0.02825,2.64387,3.13821,2.63664,0.0009176,0.0009176,0.0009176
84,225.704,1.13679,0.97127,1.20127,0.13891,0.18681,0.08106,0.02439,2.6395,3.26404,2.60565,0.0009044,0.0009044,0.0009044
85,228.303,1.16722,0.95154,1.20671,0.16734,0.18681,0.08053,0.02394,2.66809,3.34562,2.60029,0.0008912,0.0008912,0.0008912
86,230.907,1.20277,0.93055,1.18887,0.15237,0.18681,0.08182,0.02442,2.64809,3.31854,2.58118,0.000878,0.000878,0.000878
87,233.549,1.0405,0.88522,1.15713,0.18835,0.16484,0.09106,0.02851,2.5529,3.3403,2.53889,0.0008648,0.0008648,0.0008648
88,236.177,1.11315,0.88251,1.16174,0.14755,0.17582,0.0909,0.03023,2.52038,3.33986,2.57012,0.0008516,0.0008516,0.0008516
89,238.848,1.11929,0.92716,1.17779,0.1746,0.14286,0.08425,0.02639,2.53037,3.40661,2.5804,0.0008384,0.0008384,0.0008384
90,241.482,1.13544,0.99336,1.24596,0.14385,0.15697,0.08683,0.0244,2.53696,3.44647,2.58763,0.0008252,0.0008252,0.0008252
91,244.107,1.14197,0.95742,1.20495,0.18351,0.20256,0.07897,0.02099,2.59372,3.54939,2.6404,0.000812,0.000812,0.000812
92,246.703,1.15229,0.90798,1.16887,0.1515,0.16484,0.07631,0.01977,2.6254,3.61608,2.64382,0.0007988,0.0007988,0.0007988
93,249.262,1.0467,0.87111,1.1462,0.15475,0.17582,0.06083,0.01911,2.57901,3.61877,2.57869,0.0007856,0.0007856,0.0007856
94,251.844,1.09141,0.89698,1.18321,0.17147,0.18681,0.06562,0.0198,2.52308,3.65404,2.55006,0.0007724,0.0007724,0.0007724
95,254.442,0.99849,0.84636,1.14239,0.15731,0.16484,0.07943,0.02427,2.48118,3.68261,2.55759,0.0007592,0.0007592,0.0007592
96,257.083,1.0234,0.81716,1.15209,0.15329,0.1978,0.09016,0.02562,2.55706,3.68679,2.59765,0.000746,0.000746,0.000746
97,259.768,1.06371,0.89907,1.19094,0.2516,0.12193,0.08544,0.02336,2.64995,3.6875,2.66428,0.0007328,0.0007328,0.0007328
98,262.374,1.01095,0.82023,1.10373,0.16712,0.17582,0.0909,0.02439,2.67922,3.64951,2.69638,0.0007196,0.0007196,0.0007196
99,265.016,0.99772,0.81888,1.12036,0.15964,0.17582,0.09395,0.02753,2.65691,3.72642,2.63929,0.0007064,0.0007064,0.0007064
100,267.602,1.003,0.80343,1.12823,0.16132,0.16484,0.09835,0.03155,2.66132,3.64511,2.63197,0.0006932,0.0006932,0.0006932
101,270.223,0.94021,0.73773,1.098,0.13357,0.16484,0.08749,0.02817,2.63705,3.7219,2.56432,0.00068,0.00068,0.00068
102,272.771,0.97514,0.80675,1.12102,0.15282,0.16484,0.0859,0.02645,2.65597,3.84531,2.55488,0.0006668,0.0006668,0.0006668
103,275.377,0.98815,0.80745,1.12021,0.1448,0.17582,0.08278,0.02669,2.59286,3.9383,2.55991,0.0006536,0.0006536,0.0006536
104,278.003,1.02033,0.81643,1.14748,0.24648,0.0989,0.0762,0.02306,2.599,3.93479,2.57528,0.0006404,0.0006404,0.0006404
105,280.596,1.00538,0.82193,1.12939,0.27961,0.10989,0.08556,0.02659,2.59135,3.90646,2.55449,0.0006272,0.0006272,0.0006272
106,283.182,0.94765,0.75855,1.08752,0.17174,0.10989,0.07708,0.02496,2.54049,3.8781,2.51226,0.000614,0.000614,0.000614
107,285.871,0.97345,0.78008,1.10514,0.19502,0.17582,0.09919,0.03026,2.48652,3.7977,2.53656,0.0006008,0.0006008,0.0006008
108,288.432,0.96862,0.78867,1.13794,0.165,0.16484,0.09027,0.02871,2.52788,3.66541,2.59985,0.0005876,0.0005876,0.0005876
109,291,0.95493,0.77411,1.09263,0.14344,0.14286,0.07226,0.02443,2.55348,3.71839,2.62197,0.0005744,0.0005744,0.0005744
110,293.591,0.95619,0.74909,1.09519,0.13018,0.13187,0.06726,0.02117,2.56325,3.78231,2.64083,0.0005612,0.0005612,0.0005612
111,296.184,0.93479,0.71723,1.05756,0.14735,0.14286,0.07056,0.02273,2.53261,3.81901,2.64024,0.000548,0.000548,0.000548
112,298.78,0.90569,0.72228,1.05759,0.15982,0.16484,0.07728,0.02441,2.56326,3.8008,2.65013,0.0005348,0.0005348,0.0005348
113,301.376,1.00661,0.81809,1.13749,0.1895,0.15161,0.08539,0.02574,2.54658,3.71835,2.6342,0.0005216,0.0005216,0.0005216
114,303.974,0.977,0.75531,1.09569,0.20883,0.15385,0.1009,0.02873,2.4997,3.64798,2.60302,0.0005084,0.0005084,0.0005084
115,306.61,0.94546,0.70577,1.08006,0.2347,0.20879,0.11928,0.03478,2.52249,3.52777,2.59833,0.0004952,0.0004952,0.0004952
116,309.255,0.99084,0.72705,1.06703,0.26066,0.20879,0.12046,0.03481,2.52019,3.55188,2.59037,0.000482,0.000482,0.000482
117,311.856,0.96596,0.73458,1.09948,0.23934,0.21094,0.11961,0.03515,2.5636,3.61915,2.59026,0.0004688,0.0004688,0.0004688
118,314.456,0.92625,0.72839,1.06865,0.21087,0.20879,0.09858,0.03093,2.59253,3.63189,2.61655,0.0004556,0.0004556,0.0004556
119,317.092,0.94893,0.7035,1.10134,0.21417,0.1978,0.09497,0.02696,2.63402,3.61485,2.64796,0.0004424,0.0004424,0.0004424
120,319.654,0.89624,0.71675,1.08338,0.22385,0.1978,0.09776,0.02955,2.60361,3.63251,2.64928,0.0004292,0.0004292,0.0004292
121,322.257,0.87068,0.70269,1.06969,0.24014,0.1978,0.09548,0.03132,2.56744,3.65266,2.60822,0.000416,0.000416,0.000416
122,324.839,0.89483,0.66457,1.05046,0.22264,0.17582,0.09892,0.03606,2.55736,3.66975,2.58715,0.0004028,0.0004028,0.0004028
123,327.449,0.8672,0.67442,1.05054,0.21309,0.18681,0.10219,0.03288,2.57989,3.67009,2.61435,0.0003896,0.0003896,0.0003896
124,330.012,0.88231,0.68472,1.04208,0.17673,0.1978,0.08498,0.0293,2.58908,3.76569,2.69336,0.0003764,0.0003764,0.0003764
125,332.582,0.91154,0.67172,1.06508,0.17752,0.17582,0.08013,0.02669,2.60253,3.83126,2.68453,0.0003632,0.0003632,0.0003632
126,335.232,0.87659,0.66427,1.04681,0.17314,0.17582,0.07702,0.02546,2.62073,3.83341,2.68392,0.00035,0.00035,0.00035
127,337.919,0.85793,0.63446,1.03977,0.16024,0.16484,0.07884,0.02748,2.64434,3.8221,2.70015,0.0003368,0.0003368,0.0003368
128,340.557,0.82459,0.6401,1.02297,0.17449,0.16484,0.09489,0.03012,2.66522,3.815,2.72019,0.0003236,0.0003236,0.0003236
129,343.261,0.83006,0.64393,1.02902,0.18587,0.15385,0.09911,0.02928,2.6748,3.81939,2.72855,0.0003104,0.0003104,0.0003104
130,345.852,0.82156,0.63413,1.01344,0.17638,0.15385,0.10116,0.03005,2.64023,3.84425,2.6968,0.0002972,0.0002972,0.0002972
131,348.51,0.79362,0.60041,1.0234,0.14884,0.12088,0.07081,0.02504,2.56593,3.86324,2.59755,0.000284,0.000284,0.000284
132,351.158,0.77588,0.61821,1.01444,0.15643,0.13187,0.07292,0.02529,2.55553,3.84937,2.58219,0.0002708,0.0002708,0.0002708
133,353.876,0.78982,0.63236,1.03121,0.14319,0.12491,0.06776,0.02445,2.57552,3.84635,2.58083,0.0002576,0.0002576,0.0002576
134,356.524,0.787,0.63501,1.04436,0.15259,0.13187,0.07149,0.02527,2.57547,3.87616,2.56644,0.0002444,0.0002444,0.0002444
135,359.169,0.75302,0.60842,1.02507,0.18615,0.16484,0.08655,0.0269,2.56311,3.83797,2.568,0.0002312,0.0002312,0.0002312
136,361.762,0.78912,0.6346,1.00379,0.18466,0.16427,0.09092,0.02825,2.56925,3.83322,2.56988,0.000218,0.000218,0.000218
137,364.385,0.76158,0.61964,1.0102,0.20428,0.17582,0.08825,0.02778,2.5617,3.86822,2.5762,0.0002048,0.0002048,0.0002048
138,366.972,0.80028,0.62641,0.99331,0.20128,0.17582,0.08763,0.0278,2.53424,3.90294,2.56819,0.0001916,0.0001916,0.0001916
139,369.657,0.73871,0.60888,0.99227,0.16712,0.13187,0.06743,0.02505,2.51184,4.00645,2.55177,0.0001784,0.0001784,0.0001784
140,372.29,0.76294,0.61706,1.00572,0.15642,0.13245,0.07352,0.02612,2.52101,4.05564,2.56557,0.0001652,0.0001652,0.0001652
141,386.179,0.82361,0.60674,1.05135,0.16454,0.13187,0.06541,0.02539,2.51313,4.12558,2.54597,0.000152,0.000152,0.000152
142,388.789,0.75801,0.55108,1.01407,0.13801,0.10989,0.06318,0.02342,2.48738,4.14849,2.52415,0.0001388,0.0001388,0.0001388
143,391.503,0.73096,0.55035,0.99697,0.13815,0.10989,0.06108,0.02315,2.47291,4.12009,2.51925,0.0001256,0.0001256,0.0001256
144,394.167,0.78725,0.59248,1.03626,0.18749,0.10989,0.06103,0.02175,2.47658,4.0871,2.51663,0.0001124,0.0001124,0.0001124
145,396.791,0.74762,0.56315,1.00851,0.1928,0.10989,0.06398,0.02271,2.49575,4.04661,2.54236,9.92e-05,9.92e-05,9.92e-05
146,399.48,0.70455,0.53946,0.98414,0.19657,0.0989,0.0656,0.02412,2.52554,4.0044,2.56912,8.6e-05,8.6e-05,8.6e-05
147,402.14,0.70035,0.51259,0.97136,0.21063,0.0989,0.06043,0.02303,2.54902,3.9504,2.57684,7.28e-05,7.28e-05,7.28e-05
148,404.79,0.68266,0.524,0.96849,0.21026,0.0989,0.06161,0.02214,2.54388,3.93189,2.57575,5.96e-05,5.96e-05,5.96e-05
149,407.414,0.7013,0.5478,0.99379,0.18963,0.0989,0.06113,0.02152,2.54003,3.90918,2.57508,4.64e-05,4.64e-05,4.64e-05
150,410.034,0.71744,0.5122,0.97967,0.16978,0.08791,0.05902,0.02129,2.55641,3.92545,2.58509,3.32e-05,3.32e-05,3.32e-05
