epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,2177.81,0.91778,0.51385,1.0616,0.93638,0.9461,0.97775,0.70706,1.05576,0.47861,1.1243,0.000429253,0.000429253,0.000429253
77,2196.78,0.90881,0.50598,1.05289,0.94115,0.94886,0.98171,0.71538,1.03552,0.46293,1.11647,0.000412749,0.000412749,0.000412749
78,2215.54,0.89835,0.5001,1.05354,0.93685,0.94994,0.98037,0.70427,1.07712,0.47756,1.14272,0.000396246,0.000396246,0.000396246
79,2234.57,0.90632,0.50341,1.05012,0.93647,0.94767,0.97935,0.70655,1.06542,0.47265,1.12747,0.000379743,0.000379743,0.000379743
80,2253.95,0.88506,0.49226,1.03982,0.93586,0.95016,0.97984,0.69227,1.11212,0.48255,1.15194,0.000363239,0.000363239,0.000363239
81,2273.36,0.88632,0.49212,1.0414,0.94486,0.94638,0.98188,0.72531,0.9948,0.4583,1.0994,0.000346736,0.000346736,0.000346736
82,2292.5,0.87718,0.48953,1.0373,0.93758,0.94362,0.97867,0.69614,1.08902,0.48052,1.1305,0.000330233,0.000330233,0.000330233
83,2311.42,0.87934,0.48831,1.0388,0.94255,0.94937,0.98132,0.73235,0.97174,0.44684,1.09078,0.000313729,0.000313729,0.000313729
84,2330.57,0.88231,0.49175,1.03885,0.93722,0.94921,0.98148,0.71289,1.04697,0.46246,1.12028,0.000297226,0.000297226,0.000297226
85,2350.01,0.87539,0.48403,1.03888,0.94073,0.94863,0.98186,0.72643,0.99945,0.44984,1.08885,0.000280723,0.000280723,0.000280723
86,2369.22,0.86497,0.48532,1.03494,0.94432,0.94956,0.98039,0.7118,1.05254,0.46164,1.11337,0.00026422,0.00026422,0.00026422
87,2388.5,0.85384,0.47918,1.03088,0.94258,0.9531,0.98247,0.72776,0.99822,0.44797,1.09591,0.000247716,0.000247716,0.000247716
88,2407.41,0.85979,0.47648,1.02829,0.93797,0.95326,0.98241,0.72084,1.02749,0.45497,1.10617,0.000231213,0.000231213,0.000231213
89,2427.76,0.85823,0.47605,1.02507,0.94696,0.94966,0.98359,0.73444,0.98856,0.44378,1.08675,0.00021471,0.00021471,0.00021471
90,2837.21,0.85719,0.47964,1.02554,0.94596,0.9478,0.98222,0.71965,1.02621,0.45133,1.09255,0.000198206,0.000198206,0.000198206
91,2863.96,0.8505,0.42021,1.0173,0.94241,0.95107,0.98237,0.70055,1.10619,0.46395,1.1548,0.000181703,0.000181703,0.000181703
92,2882.19,0.79039,0.39797,0.99224,0.93663,0.95135,0.98236,0.70599,1.08055,0.45813,1.13271,0.0001652,0.0001652,0.0001652
93,2900.48,0.78437,0.39595,0.99017,0.95071,0.94762,0.98437,0.7265,1.02255,0.44295,1.10734,0.000148696,0.000148696,0.000148696
94,2918.78,0.77952,0.39274,0.99296,0.94981,0.94871,0.98405,0.73582,0.98745,0.43534,1.09371,0.000132193,0.000132193,0.000132193
95,2936.96,0.77897,0.38876,0.98638,0.94625,0.94968,0.98387,0.72169,1.04079,0.44526,1.11514,0.00011569,0.00011569,0.00011569
96,2955.11,0.75826,0.38081,0.9792,0.94704,0.95488,0.9845,0.73311,1.00552,0.43466,1.0988,9.91865e-05,9.91865e-05,9.91865e-05
97,2973.58,0.76089,0.38154,0.98544,0.94247,0.95637,0.98382,0.72693,1.02619,0.43997,1.10677,8.26832e-05,8.26832e-05,8.26832e-05
98,2992.12,0.74866,0.37677,0.97626,0.94499,0.95282,0.98381,0.72891,1.02216,0.43901,1.10776,6.61799e-05,6.61799e-05,6.61799e-05
99,3010.81,0.74272,0.37556,0.97273,0.94625,0.95521,0.98429,0.73223,1.01333,0.43707,1.10198,4.96766e-05,4.96766e-05,4.96766e-05
100,3029.72,0.74054,0.37823,0.97246,0.94829,0.95392,0.98455,0.73472,1.00636,0.43399,1.09797,3.31733e-05,3.31733e-05,3.31733e-05
