epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,339.633,2.26238,2.62216,2.21219,0.14774,0.44776,0.13499,0.03528,2.47694,2.63658,2.4412,0.001736,0.001736,0.001736
22,355.903,2.28339,2.67259,2.24117,0.1463,0.47463,0.14159,0.03703,2.39461,2.71956,2.50448,0.0017228,0.0017228,0.0017228
23,372.267,2.2912,2.63815,2.24253,0.27896,0.27463,0.18716,0.04892,2.42392,2.76305,2.45606,0.0017096,0.0017096,0.0017096
24,388.674,2.23566,2.60623,2.21631,0.17174,0.28657,0.13484,0.03359,2.4096,2.7292,2.52514,0.0016964,0.0016964,0.0016964
25,407.719,2.23187,2.66344,2.26194,0.1966,0.31045,0.15725,0.04452,2.40723,2.70021,2.47185,0.0016832,0.0016832,0.0016832
26,424.004,2.22264,2.59156,2.20927,0.19408,0.28657,0.15573,0.0436,2.41359,2.67814,2.45245,0.00167,0.00167,0.00167
27,442.429,2.25227,2.56893,2.17602,0.19108,0.29254,0.14887,0.04249,2.37775,2.75013,2.35764,0.0016568,0.0016568,0.0016568
28,458.707,2.26071,2.57378,2.20498,0.1555,0.42388,0.18263,0.04911,2.3343,2.68739,2.45003,0.0016436,0.0016436,0.0016436
29,477.062,2.20539,2.50318,2.17255,0.18925,0.35224,0.1674,0.04316,2.4172,2.73633,2.48413,0.0016304,0.0016304,0.0016304
30,494.059,2.21472,2.54474,2.17898,0.18877,0.37787,0.15002,0.04211,2.3667,2.64171,2.4182,0.0016172,0.0016172,0.0016172
31,510.635,2.21218,2.55773,2.1451,0.1891,0.42985,0.18039,0.04707,2.39393,2.72049,2.50685,0.001604,0.001604,0.001604
32,527.295,2.19711,2.52495,2.15361,0.20968,0.38806,0.20067,0.0534,2.41317,2.58668,2.53229,0.0015908,0.0015908,0.0015908
33,544.038,2.21578,2.46217,2.15887,0.22478,0.29254,0.17668,0.04894,2.44553,2.61009,2.5113,0.0015776,0.0015776,0.0015776
34,563.344,2.16352,2.43883,2.16844,0.17521,0.42687,0.14724,0.04181,2.36351,2.62157,2.42585,0.0015644,0.0015644,0.0015644
35,581.269,2.17673,2.44313,2.14389,0.27138,0.35821,0.20888,0.05813,2.37196,2.61369,2.47981,0.0015512,0.0015512,0.0015512
36,598.118,2.14752,2.38006,2.13492,0.258,0.34925,0.24104,0.06309,2.3789,2.53817,2.47129,0.001538,0.001538,0.001538
37,614.822,2.1442,2.33589,2.14102,0.28879,0.27164,0.21749,0.05639,2.46366,2.60827,2.51741,0.0015248,0.0015248,0.0015248
38,633.096,2.16607,2.39037,2.14753,0.24913,0.30746,0.20507,0.05167,2.37796,2.69177,2.47843,0.0015116,0.0015116,0.0015116
39,649.654,2.16555,2.40413,2.13861,0.29881,0.31045,0.2098,0.05353,2.40333,2.65619,2.50518,0.0014984,0.0014984,0.0014984
40,666.753,2.13746,2.37474,2.10721,0.24289,0.33134,0.18838,0.05121,2.44733,2.694,2.52892,0.0014852,0.0014852,0.0014852
41,683.365,2.11672,2.34322,2.07522,0.26643,0.35522,0.21047,0.05462,2.44617,2.59469,2.49539,0.001472,0.001472,0.001472
42,699.988,2.11922,2.34638,2.10331,0.29792,0.35522,0.22014,0.06117,2.47632,2.63542,2.49265,0.0014588,0.0014588,0.0014588
43,716.387,2.10605,2.34569,2.08046,0.27508,0.31343,0.19416,0.05115,2.44881,2.59299,2.46797,0.0014456,0.0014456,0.0014456
44,733.194,2.09062,2.32533,2.08256,0.26081,0.3403,0.22101,0.05565,2.47586,2.57908,2.51035,0.0014324,0.0014324,0.0014324
45,749.395,2.11011,2.33027,2.08028,0.30907,0.35224,0.236,0.06659,2.39449,2.61908,2.48254,0.0014192,0.0014192,0.0014192
46,766.659,2.06377,2.33023,2.08325,0.26029,0.35522,0.19738,0.05386,2.43093,2.58691,2.46469,0.001406,0.001406,0.001406
47,785.168,2.04153,2.25635,2.07456,0.29656,0.33134,0.21877,0.05739,2.42852,2.53804,2.55316,0.0013928,0.0013928,0.0013928
48,802.938,2.05193,2.18439,2.04187,0.22728,0.33731,0.17059,0.04663,2.52059,2.60556,2.5527,0.0013796,0.0013796,0.0013796
49,819.228,2.0569,2.21671,2.0635,0.23206,0.32836,0.18089,0.04598,2.49699,2.63857,2.59722,0.0013664,0.0013664,0.0013664
50,836.276,2.06547,2.20136,2.1048,0.24307,0.29552,0.18534,0.0482,2.44658,2.64589,2.55839,0.0013532,0.0013532,0.0013532
51,855.743,2.0479,2.23666,2.07798,0.25596,0.35428,0.21477,0.05654,2.49806,2.53676,2.52292,0.00134,0.00134,0.00134
52,872.1,2.05878,2.22969,2.04744,0.25545,0.35522,0.19533,0.05212,2.46963,2.54279,2.50882,0.0013268,0.0013268,0.0013268
53,888.34,2.05696,2.16728,2.06852,0.30144,0.28955,0.2133,0.05844,2.49653,2.54215,2.52771,0.0013136,0.0013136,0.0013136
54,904.946,2.00345,2.20052,2.02517,0.26218,0.31045,0.21807,0.05525,2.46494,2.58601,2.53545,0.0013004,0.0013004,0.0013004
55,921.32,2.02937,2.18776,2.06241,0.2351,0.31011,0.19877,0.05146,2.55324,2.56292,2.62131,0.0012872,0.0012872,0.0012872
56,937.627,2.03038,2.12638,2.05596,0.25522,0.33731,0.19977,0.05058,2.5403,2.67106,2.65508,0.001274,0.001274,0.001274
57,953.875,2.029,2.11126,2.05938,0.26709,0.2806,0.20002,0.04802,2.54498,2.62348,2.64872,0.0012608,0.0012608,0.0012608
58,970.155,2.00894,2.1064,2.01094,0.25379,0.35522,0.20324,0.05167,2.53264,2.68462,2.59449,0.0012476,0.0012476,0.0012476
59,987.117,2.01713,2.13166,2.05772,0.29119,0.34925,0.22218,0.05851,2.47148,2.63995,2.54329,0.0012344,0.0012344,0.0012344
60,1003.61,1.9961,2.09717,2.02815,0.29228,0.27761,0.21145,0.05659,2.47804,2.56939,2.53346,0.0012212,0.0012212,0.0012212
61,1019.99,1.99765,2.14203,2.04482,0.25052,0.29634,0.19663,0.05053,2.48329,2.6459,2.56118,0.001208,0.001208,0.001208
62,1037.82,1.98339,2.06107,2.01743,0.23825,0.33433,0.1887,0.04683,2.61837,2.63859,2.6616,0.0011948,0.0011948,0.0011948
63,1054.21,1.96648,2.03248,1.99329,0.27833,0.28657,0.2096,0.05856,2.53192,2.58144,2.59948,0.0011816,0.0011816,0.0011816
64,1070.75,1.92951,1.97381,1.9434,0.26342,0.34267,0.20319,0.05349,2.56684,2.5967,2.60398,0.0011684,0.0011684,0.0011684
65,1087.07,1.97602,1.99089,1.97788,0.24391,0.32239,0.18555,0.04755,2.62558,2.57131,2.64744,0.0011552,0.0011552,0.0011552
66,1103.6,1.94877,1.99212,1.96461,0.24954,0.3194,0.19463,0.05324,2.576,2.52915,2.62307,0.001142,0.001142,0.001142
67,1119.99,1.94798,1.98956,1.968,0.24675,0.31642,0.17949,0.04241,2.61611,2.57774,2.65693,0.0011288,0.0011288,0.0011288
68,1136.99,1.9331,1.9991,1.96686,0.28674,0.33134,0.20788,0.05051,2.56241,2.62624,2.63845,0.0011156,0.0011156,0.0011156
69,1153.62,1.89044,2.01095,1.97469,0.23524,0.33433,0.18273,0.04806,2.59166,2.67458,2.69339,0.0011024,0.0011024,0.0011024
70,1170.52,1.8714,1.94149,1.91658,0.24588,0.3403,0.21653,0.05347,2.56138,2.59515,2.65195,0.0010892,0.0010892,0.0010892
71,1186.92,1.91895,1.93972,1.95962,0.26669,0.32239,0.17682,0.04629,2.66214,2.63209,2.70881,0.001076,0.001076,0.001076
72,1204.94,1.89024,1.87612,1.9161,0.27316,0.33731,0.18802,0.04806,2.63338,2.63066,2.68716,0.0010628,0.0010628,0.0010628
73,1221.05,1.85882,1.87467,1.91786,0.29374,0.32239,0.21239,0.05181,2.60155,2.58038,2.66652,0.0010496,0.0010496,0.0010496
74,1237.22,1.87035,1.85023,1.88237,0.28365,0.29851,0.19939,0.05293,2.66229,2.54915,2.65973,0.0010364,0.0010364,0.0010364
75,1254.67,1.83943,1.79141,1.87401,0.25656,0.35821,0.18726,0.04687,2.67479,2.62618,2.74914,0.0010232,0.0010232,0.0010232
76,1271.53,1.80733,1.78516,1.87218,0.27316,0.29552,0.19265,0.04846,2.67046,2.60509,2.76277,0.00101,0.00101,0.00101
77,1287.89,1.85913,1.81231,1.89255,0.28918,0.31642,0.19682,0.05075,2.66926,2.65071,2.72083,0.0009968,0.0009968,0.0009968
78,1304.21,1.80567,1.73764,1.86422,0.24567,0.2806,0.17074,0.04913,2.67913,2.66274,2.72476,0.0009836,0.0009836,0.0009836
79,1320.68,1.84795,1.73832,1.8596,0.27227,0.33731,0.20594,0.05088,2.72874,2.58542,2.75634,0.0009704,0.0009704,0.0009704
80,1337.24,1.78966,1.73436,1.8456,0.29055,0.31343,0.1952,0.05414,2.6271,2.65171,2.73415,0.0009572,0.0009572,0.0009572
81,1355.85,1.83266,1.78248,1.86717,0.29432,0.28634,0.18381,0.04654,2.74279,2.61305,2.76123,0.000944,0.000944,0.000944
82,1372.12,1.76907,1.69394,1.83645,0.24972,0.3194,0.18618,0.04861,2.76079,2.64997,2.79184,0.0009308,0.0009308,0.0009308
83,1388.66,1.81612,1.67775,1.82187,0.2749,0.3194,0.19548,0.04972,2.78067,2.66578,2.75227,0.0009176,0.0009176,0.0009176
84,1405.22,1.7571,1.70083,1.81006,0.22736,0.35821,0.17827,0.04636,2.67343,2.64118,2.72294,0.0009044,0.0009044,0.0009044
85,1421.6,1.74056,1.64308,1.78362,0.27219,0.29552,0.20537,0.05255,2.74385,2.63405,2.77753,0.0008912,0.0008912,0.0008912
86,1438,1.80621,1.68143,1.84497,0.28087,0.35522,0.1986,0.05028,2.73427,2.63355,2.76275,0.000878,0.000878,0.000878
87,1454.35,1.72106,1.64441,1.79941,0.23009,0.30149,0.15591,0.04007,2.78544,2.66951,2.85415,0.0008648,0.0008648,0.0008648
88,1470.71,1.74577,1.6407,1.79167,0.27185,0.32836,0.16921,0.04282,2.75759,2.6388,2.84353,0.0008516,0.0008516,0.0008516
89,1486.97,1.71493,1.56922,1.78397,0.28993,0.31343,0.18,0.04412,2.83593,2.75179,2.92035,0.0008384,0.0008384,0.0008384
90,1503.69,1.68421,1.57508,1.7535,0.2323,0.31642,0.16234,0.0438,2.81488,2.6881,2.91761,0.0008252,0.0008252,0.0008252
91,1519.93,1.66019,1.50375,1.7532,0.22835,0.31006,0.15246,0.03796,2.85463,2.80233,3.00016,0.000812,0.000812,0.000812
92,1536.45,1.67651,1.53236,1.77166,0.26982,0.33134,0.18572,0.04818,2.7938,2.64159,2.8951,0.0007988,0.0007988,0.0007988
93,1552.78,1.70086,1.55778,1.79082,0.25283,0.30448,0.17605,0.04648,2.77693,2.65957,2.88284,0.0007856,0.0007856,0.0007856
94,1569.1,1.66588,1.54473,1.74865,0.23419,0.34627,0.17981,0.04634,2.82141,2.70337,2.91459,0.0007724,0.0007724,0.0007724
95,1585.57,1.63734,1.50225,1.69964,0.23218,0.35224,0.16353,0.04415,2.84842,2.66586,2.93229,0.0007592,0.0007592,0.0007592
96,1604.37,1.63903,1.42658,1.69347,0.22705,0.37612,0.16038,0.04174,2.86162,2.70566,2.95738,0.000746,0.000746,0.000746
97,1620.5,1.62285,1.4888,1.71419,0.21087,0.33731,0.14504,0.03904,2.86568,2.67354,2.95062,0.0007328,0.0007328,0.0007328
98,1636.73,1.59582,1.41615,1.66942,0.23266,0.35821,0.16021,0.03954,2.92543,2.88177,3.00037,0.0007196,0.0007196,0.0007196
99,1653.09,1.59004,1.40248,1.65261,0.2729,0.36119,0.18655,0.04752,2.87367,2.65604,2.95845,0.0007064,0.0007064,0.0007064
100,1669.49,1.59547,1.35088,1.66062,0.23885,0.38875,0.17622,0.04402,2.91512,2.80026,2.97654,0.0006932,0.0006932,0.0006932
101,1685.54,1.63205,1.42868,1.69183,0.27196,0.31343,0.16347,0.04318,2.8577,2.81708,2.90438,0.00068,0.00068,0.00068
102,1701.7,1.54667,1.3425,1.61765,0.27425,0.3745,0.1826,0.04537,2.88921,2.71771,2.98657,0.0006668,0.0006668,0.0006668
103,1718.24,1.57817,1.40328,1.65199,0.26376,0.30448,0.16131,0.04126,2.85299,2.82775,2.96173,0.0006536,0.0006536,0.0006536
104,1736.04,1.57805,1.38251,1.64097,0.26394,0.37015,0.17508,0.04564,2.88655,2.64443,3.02859,0.0006404,0.0006404,0.0006404
105,1752.37,1.5518,1.32827,1.62366,0.30431,0.29552,0.18404,0.04533,2.90587,2.69695,3.04078,0.0006272,0.0006272,0.0006272
106,1769.74,1.51842,1.31409,1.61341,0.29388,0.33134,0.1773,0.04412,2.93639,2.76664,3.07845,0.000614,0.000614,0.000614
107,1786.84,1.55345,1.3135,1.63264,0.30186,0.33731,0.18872,0.04807,2.88645,2.74539,3.03712,0.0006008,0.0006008,0.0006008
108,1803.15,1.54694,1.30638,1.61295,0.25469,0.32836,0.18623,0.04606,2.90781,2.72978,3.0374,0.0005876,0.0005876,0.0005876
109,1819.82,1.50264,1.29457,1.59116,0.28357,0.35224,0.18823,0.04436,2.95667,2.76054,3.06751,0.0005744,0.0005744,0.0005744
110,1836.21,1.51104,1.29976,1.63055,0.23824,0.37612,0.17967,0.04372,2.95619,2.82944,3.08506,0.0005612,0.0005612,0.0005612
111,1853.28,1.4693,1.20983,1.55601,0.27403,0.29552,0.16864,0.04214,2.95497,2.89994,3.10891,0.000548,0.000548,0.000548
112,1869.46,1.47878,1.2593,1.56385,0.2837,0.33134,0.17315,0.04651,2.93524,2.7675,3.11569,0.0005348,0.0005348,0.0005348
113,1886.05,1.4925,1.21914,1.57926,0.28155,0.34925,0.18405,0.04717,2.92339,2.8214,3.0724,0.0005216,0.0005216,0.0005216
114,1902.31,1.44197,1.22187,1.55085,0.28691,0.3194,0.16289,0.04304,2.95487,2.83413,3.09847,0.0005084,0.0005084,0.0005084
115,1918.86,1.43165,1.14943,1.51646,0.25775,0.33433,0.16195,0.04058,2.99061,2.91241,3.15909,0.0004952,0.0004952,0.0004952
116,1935.08,1.43735,1.17229,1.53485,0.29359,0.30448,0.17728,0.04249,3.00891,2.8547,3.22349,0.000482,0.000482,0.000482
117,1951.41,1.41572,1.1307,1.51066,0.24847,0.33731,0.1628,0.04202,2.99203,2.9069,3.17885,0.0004688,0.0004688,0.0004688
118,1967.73,1.44781,1.18596,1.55634,0.28402,0.28955,0.1535,0.03865,2.98778,2.88067,3.1902,0.0004556,0.0004556,0.0004556
119,1984.24,1.40444,1.17028,1.51565,0.29866,0.29851,0.17304,0.04087,2.97581,2.86841,3.18099,0.0004424,0.0004424,0.0004424
120,2000.51,1.40712,1.14355,1.49202,0.26126,0.27463,0.14005,0.0344,3.01497,2.91234,3.22279,0.0004292,0.0004292,0.0004292
121,2017.07,1.37793,1.14644,1.49483,0.27312,0.29552,0.16382,0.04131,3.02894,2.93245,3.23396,0.000416,0.000416,0.000416
122,2033.4,1.39411,1.12593,1.49435,0.27349,0.33731,0.16852,0.04193,3.0119,2.93268,3.22278,0.0004028,0.0004028,0.0004028
123,2049.8,1.35434,1.0969,1.45845,0.2959,0.29732,0.16681,0.04059,3.01709,2.91904,3.2393,0.0003896,0.0003896,0.0003896
124,2066.06,1.3565,1.10037,1.4572,0.29856,0.28955,0.16641,0.04156,3.02506,2.94654,3.21403,0.0003764,0.0003764,0.0003764
125,2082.34,1.35993,1.0866,1.47414,0.31197,0.30149,0.1689,0.03968,3.02578,2.93191,3.23716,0.0003632,0.0003632,0.0003632
126,2098.82,1.37729,1.12881,1.49082,0.36235,0.27819,0.18496,0.04378,2.99702,2.89718,3.20204,0.00035,0.00035,0.00035
127,2115.39,1.32809,1.04918,1.43779,0.26642,0.33134,0.16844,0.04079,3.06093,2.90668,3.29808,0.0003368,0.0003368,0.0003368
128,2132.08,1.32458,1.02296,1.42936,0.31396,0.31011,0.17552,0.0428,3.05148,2.91775,3.33005,0.0003236,0.0003236,0.0003236
129,2149.02,1.297,1.03734,1.4234,0.33615,0.28417,0.18219,0.04345,3.09365,2.90154,3.36742,0.0003104,0.0003104,0.0003104
130,2165.42,1.29753,1.03982,1.40738,0.3461,0.29862,0.17401,0.04095,3.14076,2.88899,3.4423,0.0002972,0.0002972,0.0002972
131,2181.81,1.26993,1.02064,1.3884,0.29521,0.31045,0.17155,0.04155,3.1299,2.90208,3.42187,0.000284,0.000284,0.000284
132,2199.55,1.28615,1.02601,1.40937,0.34157,0.28358,0.17925,0.04216,3.1005,3.00737,3.37605,0.0002708,0.0002708,0.0002708
133,2215.98,1.26672,0.98901,1.39066,0.3111,0.28657,0.17829,0.04149,3.08751,2.98018,3.37488,0.0002576,0.0002576,0.0002576
134,2233.06,1.26238,1.04358,1.40353,0.29804,0.28955,0.15458,0.03949,3.08968,3.00708,3.37884,0.0002444,0.0002444,0.0002444
135,2249.78,1.26751,0.99315,1.40252,0.29938,0.26276,0.16011,0.03869,3.09463,3.00577,3.38138,0.0002312,0.0002312,0.0002312
136,2266.43,1.26181,1.02335,1.41065,0.33304,0.2847,0.1776,0.04003,3.098,2.93482,3.38889,0.000218,0.000218,0.000218
137,2283.31,1.22131,0.98531,1.3676,0.28257,0.30746,0.16433,0.03929,3.06306,3.00065,3.32299,0.0002048,0.0002048,0.0002048
138,2299.9,1.23671,1.0158,1.37876,0.2891,0.29851,0.16122,0.03773,3.09858,3.03181,3.39627,0.0001916,0.0001916,0.0001916
139,2316.33,1.2108,0.96082,1.3498,0.29301,0.34022,0.16483,0.03718,3.16469,3.02,3.49892,0.0001784,0.0001784,0.0001784
140,2332.9,1.23463,0.9768,1.37175,0.31059,0.28358,0.16388,0.03783,3.11693,3.02584,3.45202,0.0001652,0.0001652,0.0001652
141,2426.63,1.24962,0.90524,1.41345,0.27925,0.31045,0.15862,0.03612,3.13472,2.9752,3.51351,0.000152,0.000152,0.000152
142,2447.19,1.20229,0.89193,1.37366,0.28173,0.30149,0.1602,0.03743,3.11489,2.98434,3.48032,0.0001388,0.0001388,0.0001388
143,2466.66,1.21568,0.88934,1.38565,0.31809,0.26567,0.15851,0.03826,3.12811,2.92464,3.49873,0.0001256,0.0001256,0.0001256
144,2482.77,1.2,0.89704,1.3818,0.33301,0.26269,0.17109,0.04168,3.10342,2.97799,3.43489,0.0001124,0.0001124,0.0001124
145,2498.89,1.18781,0.85209,1.37543,0.33198,0.27761,0.17303,0.03992,3.10019,3.02502,3.42424,9.92e-05,9.92e-05,9.92e-05
